Organization,PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Primacy Type,Primary Source,Activity Status,Deactivation Date,Population Served Count,Rule Name,Violation Code,Violation Type,Violation Category Code,Is Health Based,Contaminant Name,Compliance Period Begin Date,Compliance Period Begin Month,Quarter,Compliance Period Begin Day,Compliance Period Begin Year,Compliance Period End Date,Compliance Status,RTC Date,Enforcement Action Type Code,Enforcement Action Description,Is Major Violation,Severity Indicator Count,Public Notification Tier,Violation First Reported Date
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,"Antimony, Total",1-Apr-14,4,2,1,2014,30-Jun-14,Returned to Compliance,27-Aug-14,SOX,State Compliance achieved,Y,-,3,15-Sep-14
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,"Beryllium, Total",1-Apr-14,4,2,1,2014,30-Jun-14,Returned to Compliance,27-Aug-14,SOX,State Compliance achieved,Y,-,3,15-Sep-14
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Nickel,1-Apr-14,4,2,1,2014,30-Jun-14,Returned to Compliance,27-Aug-14,SOX,State Compliance achieved,Y,-,3,15-Sep-14
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,"Thallium, Total",1-Apr-14,4,2,1,2014,30-Jun-14,Returned to Compliance,27-Aug-14,SOX,State Compliance achieved,Y,-,3,15-Sep-14
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,CYANIDE,1-Apr-14,4,2,1,2014,30-Jun-14,Returned to Compliance,27-Aug-14,SOX,State Compliance achieved,Y,-,3,15-Sep-14
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Nitrates,3,"Monitoring, Regular",MR,N,Nitrate,1-Apr-14,4,2,1,2014,30-Jun-14,Returned to Compliance,27-Aug-14,SOX,State Compliance achieved,Y,-,3,15-Sep-14
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Selenium,1-Apr-14,4,2,1,2014,30-Jun-14,Returned to Compliance,27-Aug-14,SOX,State Compliance achieved,Y,-,3,15-Sep-14
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Mercury,1-Apr-14,4,2,1,2014,30-Jun-14,Returned to Compliance,27-Aug-14,SOX,State Compliance achieved,Y,-,3,15-Sep-14
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Arsenic,3,"Monitoring, Regular",MR,N,Arsenic,1-Apr-14,4,2,1,2014,30-Jun-14,Returned to Compliance,27-Aug-14,SOX,State Compliance achieved,Y,-,3,15-Sep-14
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Fluoride,1-Apr-14,4,2,1,2014,30-Jun-14,Returned to Compliance,27-Aug-14,SOX,State Compliance achieved,Y,-,3,15-Sep-14
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Barium,1-Apr-14,4,2,1,2014,30-Jun-14,Returned to Compliance,27-Aug-14,SOX,State Compliance achieved,Y,-,3,15-Sep-14
FRCOG,MA1223000,ORANGE WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water purchased,Active,-,"6,487",Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Nov-13,11,4,1,2013,30-Nov-13,Returned to Compliance,1-Jan-14,SFL,State Administrative/Compliance Order without penalty issued,-,-,2,17-Mar-14
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Total Coliform Rule,25,"Monitoring, Repeat Major (TCR)",MR,N,Coliform (TCR),1-Sep-13,9,3,1,2013,30-Sep-13,Returned to Compliance,8-Nov-13,SOX,State Compliance achieved,-,-,3,2-Dec-13
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Aug-13,8,3,1,2013,31-Aug-13,Returned to Compliance,8-Nov-13,SOX,State Compliance achieved,-,-,2,2-Dec-13
FRCOG,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"3,800",Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,1-Jul-13,7,3,1,2013,-,Returned to Compliance,29-Nov-13,SOX,State Compliance achieved,-,-,3,18-Jun-18
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Jul-13,7,3,1,2013,31-Jul-13,Returned to Compliance,13-Aug-13,SOX,State Compliance achieved,-,-,2,20-Sep-13
FRCOG,MA1223000,ORANGE WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water purchased,Active,-,"6,487",Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Jun-13,6,2,1,2013,30-Jun-13,Returned to Compliance,1-Aug-13,SFL,State Administrative/Compliance Order without penalty issued,-,-,2,20-Sep-13
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Jun-13,6,2,1,2013,30-Jun-13,Returned to Compliance,9-Aug-13,SFL,State Administrative/Compliance Order without penalty issued,-,-,2,20-Sep-13
FRCOG,MA1217000,NORTHFIELD WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,800,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Dec-12,12,4,1,2012,31-Dec-12,Returned to Compliance,1-Feb-13,SOX,State Compliance achieved,-,-,2,17-Jun-13
FRCOG,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"3,800",Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Nov-12,11,4,1,2012,30-Nov-12,Returned to Compliance,10-Jan-13,SOX,State Compliance achieved,-,-,2,17-Jun-13
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Oct-12,10,4,1,2012,31-Oct-12,Returned to Compliance,10-Dec-12,SOX,State Compliance achieved,-,-,2,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,o-Dichlorobenzene,1-Jul-12,7,3,1,2012,30-Sep-12,Returned to Compliance,22-Jan-13,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"trans-1,2-Dichloroethylene",1-Jul-12,7,3,1,2012,30-Sep-12,Returned to Compliance,22-Jan-13,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"cis-1,2-Dichloroethylene",1-Jul-12,7,3,1,2012,30-Sep-12,Returned to Compliance,22-Jan-13,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloropropane",1-Jul-12,7,3,1,2012,30-Sep-12,Returned to Compliance,22-Jan-13,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Ethylbenzene,1-Jul-12,7,3,1,2012,30-Sep-12,Returned to Compliance,22-Jan-13,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Styrene,1-Jul-12,7,3,1,2012,30-Sep-12,Returned to Compliance,22-Jan-13,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Tetrachloroethylene,1-Jul-12,7,3,1,2012,30-Sep-12,Returned to Compliance,22-Jan-13,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,CHLOROBENZENE,1-Jul-12,7,3,1,2012,30-Sep-12,Returned to Compliance,22-Jan-13,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Vinyl chloride,1-Jul-12,7,3,1,2012,30-Sep-12,Returned to Compliance,22-Jan-13,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,1-Trichloroethane",1-Jul-12,7,3,1,2012,30-Sep-12,Returned to Compliance,22-Jan-13,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Toluene,1-Jul-12,7,3,1,2012,30-Sep-12,Returned to Compliance,22-Jan-13,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,1-Jul-12,7,3,1,2012,-,Returned to Compliance,28-Jun-13,SOX,State Compliance achieved,-,-,3,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,p-Dichlorobenzene,1-Jul-12,7,3,1,2012,30-Sep-12,Returned to Compliance,22-Jan-13,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"Xylenes, Total",1-Jul-12,7,3,1,2012,30-Sep-12,Returned to Compliance,22-Jan-13,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,DICHLOROMETHANE,1-Jul-12,7,3,1,2012,30-Sep-12,Returned to Compliance,22-Jan-13,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,2-Trichloroethane",1-Jul-12,7,3,1,2012,30-Sep-12,Returned to Compliance,22-Jan-13,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2,4-Trichlorobenzene",1-Jul-12,7,3,1,2012,30-Sep-12,Returned to Compliance,22-Jan-13,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzene,1-Jul-12,7,3,1,2012,30-Sep-12,Returned to Compliance,22-Jan-13,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbon tetrachloride,1-Jul-12,7,3,1,2012,30-Sep-12,Returned to Compliance,22-Jan-13,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1-Dichloroethylene",1-Jul-12,7,3,1,2012,30-Sep-12,Returned to Compliance,22-Jan-13,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloroethane",1-Jul-12,7,3,1,2012,30-Sep-12,Returned to Compliance,22-Jan-13,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Trichloroethylene,1-Jul-12,7,3,1,2012,30-Sep-12,Returned to Compliance,22-Jan-13,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Lead and Copper Rule,52,Follow-up Or Routine LCR Tap M/R,MR,N,Lead and Copper Rule,1-Jun-12,6,2,1,2012,-,Returned to Compliance,16-Nov-12,SFJ,State Formal Notice of Violation issued,-,-,3,17-Jun-13
FRCOG,MA1217001,EAST NORTHFIELD WATER CO,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,726,Surface Water Treatment Rule,31,Monitoring of Treatment (SWTR-Unfilt/GWR),MR,N,Surface Water Treatment Rule,1-Jan-12,1,1,1,2012,31-Jan-12,Returned to Compliance,10-Mar-12,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1217001,EAST NORTHFIELD WATER CO,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,726,Surface Water Treatment Rule,31,Monitoring of Treatment (SWTR-Unfilt/GWR),MR,N,Surface Water Treatment Rule,1-Dec-11,12,4,1,2011,31-Dec-11,Returned to Compliance,10-Mar-12,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1217001,EAST NORTHFIELD WATER CO,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,726,Surface Water Treatment Rule,31,Monitoring of Treatment (SWTR-Unfilt/GWR),MR,N,Surface Water Treatment Rule,1-Nov-11,11,4,1,2011,30-Nov-11,Returned to Compliance,10-Mar-12,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1217001,EAST NORTHFIELD WATER CO,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,726,Surface Water Treatment Rule,31,Monitoring of Treatment (SWTR-Unfilt/GWR),MR,N,Surface Water Treatment Rule,1-Oct-11,10,4,1,2011,31-Oct-11,Returned to Compliance,10-Mar-12,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1217001,EAST NORTHFIELD WATER CO,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,726,Surface Water Treatment Rule,31,Monitoring of Treatment (SWTR-Unfilt/GWR),MR,N,Surface Water Treatment Rule,1-Sep-11,9,3,1,2011,30-Sep-11,Returned to Compliance,10-Mar-12,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1217001,EAST NORTHFIELD WATER CO,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,726,Surface Water Treatment Rule,31,Monitoring of Treatment (SWTR-Unfilt/GWR),MR,N,Surface Water Treatment Rule,1-Aug-11,8,3,1,2011,31-Aug-11,Returned to Compliance,10-Mar-12,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"3,800",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Tetrachloroethylene,1-Jul-11,7,3,1,2011,30-Sep-11,Returned to Compliance,6-Dec-11,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"3,800",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Toluene,1-Jul-11,7,3,1,2011,30-Sep-11,Returned to Compliance,6-Dec-11,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"3,800",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,p-Dichlorobenzene,1-Jul-11,7,3,1,2011,30-Sep-11,Returned to Compliance,6-Dec-11,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"3,800",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"Xylenes, Total",1-Jul-11,7,3,1,2011,30-Sep-11,Returned to Compliance,6-Dec-11,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"3,800",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,DICHLOROMETHANE,1-Jul-11,7,3,1,2011,30-Sep-11,Returned to Compliance,6-Dec-11,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"3,800",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbon tetrachloride,1-Jul-11,7,3,1,2011,30-Sep-11,Returned to Compliance,6-Dec-11,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"3,800",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,2-Trichloroethane",1-Jul-11,7,3,1,2011,30-Sep-11,Returned to Compliance,6-Dec-11,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"3,800",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2,4-Trichlorobenzene",1-Jul-11,7,3,1,2011,30-Sep-11,Returned to Compliance,6-Dec-11,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"3,800",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1-Dichloroethylene",1-Jul-11,7,3,1,2011,30-Sep-11,Returned to Compliance,6-Dec-11,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"3,800",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloroethane",1-Jul-11,7,3,1,2011,30-Sep-11,Returned to Compliance,6-Dec-11,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"3,800",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Trichloroethylene,1-Jul-11,7,3,1,2011,30-Sep-11,Returned to Compliance,6-Dec-11,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"3,800",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,1-Trichloroethane",1-Jul-11,7,3,1,2011,30-Sep-11,Returned to Compliance,6-Dec-11,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"3,800",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Vinyl chloride,1-Jul-11,7,3,1,2011,30-Sep-11,Returned to Compliance,6-Dec-11,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"3,800",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,CHLOROBENZENE,1-Jul-11,7,3,1,2011,30-Sep-11,Returned to Compliance,6-Dec-11,SOX,State Compliance achieved,N,-,3,17-Jun-13
FRCOG,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"3,800",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,o-Dichlorobenzene,1-Jul-11,7,3,1,2011,30-Sep-11,Returned to Compliance,6-Dec-11,SOX,State Compliance achieved,N,-,3,17-Jun-13
